"venueid","lookupsymbol","securityexchange","currency","securityid","bloombergexchcode"
XBOM,JYC IB Equity,XBOM,INR,INE693E01016,IB
XBOM,JYC IB Equity,XBOM,INR,INE693E01016,IB
XNAS,JYD UQ Equity,XNAS,USD,KYG5084H1039,OQ
XNAS,JYD UQ Equity,XNAS,USD,KYG5084H1039,US
XFRA,K8P GF Equity,XFRA,EUR,LU2559000059,F
XFRA,K8P GF Equity,XFRA,EUR,LU2559000059,GF
XFRA,K8P GF Equity,XFRA,EUR,LU2559000059,GF
XFRA,JUS1 GF Equity,XFRA,EUR,JP3388200002,F
XFRA,JUS1 GF Equity,XFRA,EUR,JP3388200002,GF
XFRA,JUS1 GF Equity,XFRA,EUR,JP3388200002,GF
XNAS,JXN UQ Equity,XNAS,USD,US46817M1071,OQ
XNAS,JXN UQ Equity,XNAS,USD,US46817M1071,US
XFRA,K2N GF Equity,XFRA,EUR,KYG7945D1079,F
XFRA,K2N GF Equity,XFRA,EUR,KYG7945D1079,GF
XFRA,K2N GF Equity,XFRA,EUR,KYG7945D1079,GF
XFRA,K2Q GF Equity,XFRA,EUR,GRS522003003,F
XFRA,K2Q GF Equity,XFRA,EUR,GRS522003003,GF
XFRA,K2Q GF Equity,XFRA,EUR,GRS522003003,GF
XFRA,K6S GF Equity,XFRA,EUR,US60458C1045,F
XFRA,K6S GF Equity,XFRA,EUR,US60458C1045,GF
XFRA,K6S GF Equity,XFRA,EUR,US60458C1045,GF
XFRA,K6V0 GF Equity,XFRA,EUR,IT0005573065,F
XFRA,K6V0 GF Equity,XFRA,EUR,IT0005573065,GF
XFRA,K6V0 GF Equity,XFRA,EUR,IT0005573065,GF
XFRA,K3S0 GF Equity,XFRA,EUR,CA45232V1067,F
XFRA,K3S0 GF Equity,XFRA,EUR,CA45232V1067,GF
XFRA,K3S0 GF Equity,XFRA,EUR,CA45232V1067,GF
XBKK,JSP TB Equity,XBKK,THB,THA520010002,TB
XBKK,JSP TB Equity,XBKK,THB,THA520010002,TB
XBOM,JSAW IB Equity,XBOM,INR,INE324A01032,IB
XBOM,JSAW IB Equity,XBOM,INR,INE324A01032,IB
XFRA,JT5 GF Equity,XFRA,EUR,US6247581084,F
XFRA,JT5 GF Equity,XFRA,EUR,US6247581084,GF
XFRA,JT5 GF Equity,XFRA,EUR,US6247581084,GF
XFRA,FCQ GF Equity,XFRA,EUR,US3029411093,F
XFRA,FCQ GF Equity,XFRA,EUR,US3029411093,GF
XFRA,FCQ GF Equity,XFRA,EUR,US3029411093,GF
PURE,FCR-U CJ Equity,PURE,CAD,CA31890B1031,CJ
XASX,FDR AT Equity,XASX,AUD,AU0000212078,AT
XASX,FDR AT Equity,XASX,AUD,AU0000212078,AU
PURE,FARM CJ Equity,PURE,CAD,CA25162L1040,CJ
XNAS,FARM UQ Equity,XNAS,USD,US3076751086,OQ
XNAS,FARM UQ Equity,XNAS,USD,US3076751086,US
PURE,FAS CJ Equity,PURE,CAD,CA31866G1028,CJ
ARCX,FACT UP Equity,ARCX,USD,KYG329011038,UP
ARCX,FACT UP Equity,ARCX,USD,KYG329011038,UP
XNAS,FACTU UQ Equity,XNAS,USD,KYG329011111,OQ
XNAS,FACTU UQ Equity,XNAS,USD,KYG329011111,US
XNMS,FACTU UQ Equity,XNMS,USD,KYG329011111,UQ
XNMS,FACTU UQ Equity,XNMS,USD,KYG329011111,UQ
XNMS,FACTU UQ Equity,XNMS,USD,KYG329011111,UQ
XSES,FEDI SP Equity,XSES,SGD,SG1BF9000004,SP
XSES,FEDI SP Equity,XSES,SGD,SG1BF9000004,SP
XWAR,FAB PW Equity,XWAR,PLN,PLK2ITR00010,PW
XSTO,FABG SS Equity,XSTO,SEK,SE0011166974,SF
XSTO,FABG SS Equity,XSTO,SEK,SE0011166974,SF
XSTO,FABG SS Equity,XSTO,SEK,SE0011166974,SF
XSTO,FABG SS Equity,XSTO,SEK,SE0011166974,SF
XSTO,FABG SS Equity,XSTO,SEK,SE0011166974,SS
XKLS,FACI MK Equity,XKLS,MYR,MYL2984OO002,MK
XKLS,FACI MK Equity,XKLS,MYR,MYL2984OO002,MK
XKLS,FACI MK Equity,XKLS,MYR,MYL2984OO002,MK
XNYS,FACQ UN Equity,XNYS,USD,N/A,UN
XNYS,FACQ UN Equity,XNYS,USD,N/A,UN
XNYS,FACQ UN Equity,XNYS,USD,N/A,UN
ARCX,FACQ UP Equity,ARCX,USD,N/A,UP
ARCX,FACQ UP Equity,ARCX,USD,N/A,UP
XNCM,FACQ UR Equity,XNCM,USD,N/A,UQ
XBOM,FACS IB Equity,XBOM,INR,INE829G01011,IB
XBOM,FACS IB Equity,XBOM,INR,INE829G01011,IB
XAMS,FERGR NA Equity,XAMS,EUR,GB00BN0VZ646,NA
XBOM,FERMENTA IB Equity,XBOM,INR,INE225B01021,IB
XBOM,FERMENTA IB Equity,XBOM,INR,INE225B01021,IB
XBOM,FB IB Equity,XBOM,INR,INE171A01029,IB
XBOM,FB IB Equity,XBOM,INR,INE171A01029,IB
XSWX,FB SE Equity,XSWX,CHF,US30303M1027,SE
XSWX,FB SE Equity,XSWX,CHF,US30303M1027,SW
PURE,FBF CJ Equity,PURE,CAD,CA3027351053,CJ
XNYS,FEAM UN Equity,XNYS,USD,US33830Q2084,UN
XNYS,FEAM UN Equity,XNYS,USD,US33830Q2084,UN
XNYS,FEAM UN Equity,XNYS,USD,US33830Q2084,UN
ARCX,FEAM UP Equity,ARCX,USD,US33830Q2084,UP
ARCX,FEAM UP Equity,ARCX,USD,US33830Q2084,UP
XNGS,FEAM UW Equity,XNGS,USD,US33830Q2084,UW
XNGS,FEAM UW Equity,XNGS,USD,US33830Q2084,UW
XNYS,FFAI UN Equity,XNYS,USD,US3073598852,UN
XNYS,FFAI UN Equity,XNYS,USD,US3073598852,UN
XNYS,FFAI UN Equity,XNYS,USD,US3073598852,UN
ARCX,FFAI UP Equity,ARCX,USD,US3073598852,UP
ARCX,FFAI UP Equity,ARCX,USD,US3073598852,UP
XNCM,FFAI UR Equity,XNCM,USD,US3073598852,UQ
XAMS,FFARM NA Equity,XAMS,EUR,NL0011832811,NA
XMEX,FEMSAUBD MF Equity,XMEX,MXN,MXP320321310,MF
XNYS,FEMY UN Equity,XNYS,USD,US31447E1055,UN
XNYS,FEMY UN Equity,XNYS,USD,US31447E1055,UN
XNYS,FEMY UN Equity,XNYS,USD,US31447E1055,UN
XLON,EUZ LN Equity,XLON,GBp,AU0000090060,LN
XLON,EUZ LN Equity,XLON,GBp,AU0000090060,LN
XLON,EUZ LN Equity,XLON,GBp,AU0000090060,LN
XLON,EUZ LN Equity,XLON,GBp,AU0000090060,LN
XJSE,EUZ SJ Equity,XJSE,ZAr,AU0000090060,SJ
ARCX,FEMY UP Equity,ARCX,USD,US31447E1055,UP
ARCX,FEMY UP Equity,ARCX,USD,US31447E1055,UP
XNCM,FEMY UR Equity,XNCM,USD,US31447E1055,UQ
XNAS,FENC UQ Equity,XNAS,USD,CA31447P1009,OQ
XNAS,FENC UQ Equity,XNAS,USD,CA31447P1009,US
XBUL,FAVH BU Equity,XBUL,BGN,BG1100035986,BU
XFRA,FAS GF Equity,XFRA,EUR,US3119001044,F
XFRA,FAS GF Equity,XFRA,EUR,US3119001044,GF
XFRA,FAS GF Equity,XFRA,EUR,US3119001044,GF
BVMF,FASL34 BS Equity,BVMF,BRL,BRFASLBDR007,BS
BVMF,FASL34 BS Equity,BVMF,BRL,BRFASLBDR007,BS
XSWX,FCX SE Equity,XSWX,CHF,US35671D8570,SE
XSWX,FCX SE Equity,XSWX,CHF,US35671D8570,SW
XNAS,FCX UQ Equity,XNAS,USD,US35671D8570,OQ
XNAS,FCX UQ Equity,XNAS,USD,US35671D8570,US
XWBO,FASR AV Equity,XWBO,EUR,JP3802300008,AV
XWBO,FASR AV Equity,XWBO,EUR,JP3802300008,AV
XWBO,FASR AV Equity,XWBO,EUR,JP3802300008,AV
XWBO,FAST AV Equity,XWBO,EUR,US3119001044,AV
XWBO,FAST AV Equity,XWBO,EUR,US3119001044,AV
XWBO,FAST AV Equity,XWBO,EUR,US3119001044,AV
XKLS,FAST MK Equity,XKLS,MYR,MYQ0084OO002,MK
XKLS,FAST MK Equity,XKLS,MYR,MYQ0084OO002,MK
XKLS,FAST MK Equity,XKLS,MYR,MYQ0084OO002,MK
XAMS,FAST NA Equity,XAMS,EUR,NL0013654809,NA
XNYS,FAST UN Equity,XNYS,USD,US3119001044,UN
XNYS,FAST UN Equity,XNYS,USD,US3119001044,UN
XNYS,FAST UN Equity,XNYS,USD,US3119001044,UN
XNAS,FAST UQ Equity,XNAS,USD,US3119001044,OQ
XNAS,FAST UQ Equity,XNAS,USD,US3119001044,US
XMEX,FAST* MF Equity,XMEX,MXN,US3119001044,MF
XNCM,FATN UR Equity,XNCM,USD,US3119211007,UQ
XASX,FAU AT Equity,XASX,AUD,AU0000015414,AT
XASX,FAU AT Equity,XASX,AUD,AU0000015414,AU
XBUL,FAM BU Equity,XBUL,BGN,BG1100008181,BU
XFRA,FAN GF Equity,XFRA,EUR,KYG3323L1005,F
XFRA,FAN GF Equity,XFRA,EUR,KYG3323L1005,GF
XFRA,FAN GF Equity,XFRA,EUR,KYG3323L1005,GF
XBKK,FANCY TB Equity,XBKK,THB,TH0434A10Z09,TB
XBKK,FANCY TB Equity,XBKK,THB,TH0434A10Z09,TB
MTAA,FDA IM Equity,MTAA,EUR,IT0005654683,IM
MTAA,FDA IM Equity,MTAA,EUR,IT0005654683,IM
MTAA,FDA IM Equity,MTAA,EUR,IT0005654683,IM
MTAA,FDA IM Equity,MTAA,EUR,IT0005654683,IF
MTAA,FDA IM Equity,MTAA,EUR,IT0005654683,IM
MTAA,FDA IM Equity,MTAA,EUR,IT0005654683,IM
MTAA,FDA IM Equity,MTAA,EUR,IT0005654683,IM
XNAS,FDAN UQ Equity,XNAS,USD,N/A,OQ
XNAS,FDAN UQ Equity,XNAS,USD,N/A,US
XNYS,FDMT UN Equity,XNYS,USD,US35104E1001,UN
XNYS,FDMT UN Equity,XNYS,USD,US35104E1001,UN
XNYS,FDMT UN Equity,XNYS,USD,US35104E1001,UN
XNAS,FDMT UQ Equity,XNAS,USD,US35104E1001,OQ
XNAS,FDMT UQ Equity,XNAS,USD,US35104E1001,US
XAMS,FER NA Equity,XAMS,EUR,NL0015001FS8,NA
ARCX,FER UP Equity,ARCX,USD,NL0015001FS8,UP
ARCX,FER UP Equity,ARCX,USD,NL0015001FS8,UP
XMEX,FER1N MF Equity,XMEX,MXN,NL0015001FS8,MF
XWBO,FER2 AV Equity,XWBO,EUR,NL0015001FS8,AV
XWBO,FER2 AV Equity,XWBO,EUR,NL0015001FS8,AV
XWBO,FER2 AV Equity,XWBO,EUR,NL0015001FS8,AV
XCSE,FED DC Equity,XCSE,DKK,DK0060522746,DC
XCSE,FED DC Equity,XCSE,DKK,DK0060522746,DF
XCSE,FED DC Equity,XCSE,DKK,DK0060522746,DF
XCSE,FED DC Equity,XCSE,DKK,DK0060522746,DF
XTSX,FCLI CV Equity,XTSX,CAD,CA3599171012,CV
XTSX,FCLI CV Equity,XTSX,CAD,CA3599171012,CV
XBOM,FCM IB Equity,XBOM,INR,INE600B01033,IB
XBOM,FCM IB Equity,XBOM,INR,INE600B01033,IB
XKLS,FCW MK Equity,XKLS,MYR,MYL2755OO006,MK
XKLS,FCW MK Equity,XKLS,MYR,MYL2755OO006,MK
XKLS,FCW MK Equity,XKLS,MYR,MYL2755OO006,MK
PURE,FCI CJ Equity,PURE,CAD,CA3194101067,CJ
XASX,FCL AT Equity,XASX,AUD,AU0000054322,AT
XASX,FCL AT Equity,XASX,AUD,AU0000054322,AU
XWBO,FCEL AV Equity,XWBO,EUR,US35952H7008,AV
XWBO,FCEL AV Equity,XWBO,EUR,US35952H7008,AV
XWBO,FCEL AV Equity,XWBO,EUR,US35952H7008,AV
XMEX,FCX* MF Equity,XMEX,MXN,US35671D8570,MF
BVMF,FCXO34 BS Equity,BVMF,BRL,BRFCXOBDR007,BS
BVMF,FCXO34 BS Equity,BVMF,BRL,BRFCXOBDR007,BS
XNYS,FBOX UN Equity,XNYS,USD,KYG350991033,UN
XNYS,FBOX UN Equity,XNYS,USD,KYG350991033,UN
XNYS,FBOX UN Equity,XNYS,USD,KYG350991033,UN
ARCX,FBOX UP Equity,ARCX,USD,KYG350991033,UP
ARCX,FBOX UP Equity,ARCX,USD,KYG350991033,UP
ARCX,FBP UP Equity,ARCX,USD,PR3186727065,UP
ARCX,FBP UP Equity,ARCX,USD,PR3186727065,UP
XWBO,FCAU AV Equity,XWBO,EUR,NL00150001Q9,AV
XWBO,FCAU AV Equity,XWBO,EUR,NL00150001Q9,AV
XWBO,FCAU AV Equity,XWBO,EUR,NL00150001Q9,AV
PURE,FEO CJ Equity,PURE,CAD,CA67524Q1321,CJ
XFRA,FEQ1 GF Equity,XFRA,EUR,ES0165359029,F
XFRA,FEQ1 GF Equity,XFRA,EUR,ES0165359029,GF
XFRA,FEQ1 GF Equity,XFRA,EUR,ES0165359029,GF
XFRA,FER GF Equity,XFRA,EUR,JP3802720007,F
XFRA,FER GF Equity,XFRA,EUR,JP3802720007,GF
XFRA,FER GF Equity,XFRA,EUR,JP3802720007,GF
XMAD,FCC SQ Equity,XMAD,EUR,ES0122060314,SN
XMAD,FCC SQ Equity,XMAD,EUR,ES0122060314,SN
XMAD,FCC SQ Equity,XMAD,EUR,ES0122060314,SN
XMAD,FCC SQ Equity,XMAD,EUR,ES0122060314,SQ
XMAD,FCC SQ Equity,XMAD,EUR,ES0122060314,SN
XMAD,FCC SQ Equity,XMAD,EUR,ES0122060314,SN
XMAD,FCC SQ Equity,XMAD,EUR,ES0122060314,SN
XMAD,FCC SQ Equity,XMAD,EUR,ES0122060314,SN
XFRA,FCC0 GF Equity,XFRA,EUR,US3444153023,F
XFRA,FCC0 GF Equity,XFRA,EUR,US3444153023,GF
XFRA,FCC0 GF Equity,XFRA,EUR,US3444153023,GF
XNYS,FDUS UN Equity,XNYS,USD,US3165001070,UN
XNYS,FDUS UN Equity,XNYS,USD,US3165001070,UN
XNYS,FDUS UN Equity,XNYS,USD,US3165001070,UN
XLON,ESOZ LN Equity,XLON,GBp,BMG3163K1137,LN
XLON,ESOZ LN Equity,XLON,GBp,BMG3163K1137,LN
XLON,ESOZ LN Equity,XLON,GBp,BMG3163K1137,LN
XLON,ESOZ LN Equity,XLON,GBp,BMG3163K1137,LN
XNAS,FDUS UQ Equity,XNAS,USD,US3165001070,OQ
XNAS,FDUS UQ Equity,XNAS,USD,US3165001070,US
ARCX,FDUS UP Equity,ARCX,USD,US3165001070,UP
ARCX,FDUS UP Equity,ARCX,USD,US3165001070,UP
XNGS,FDUS UW Equity,XNGS,USD,US3165001070,UW
XNGS,FDUS UW Equity,XNGS,USD,US3165001070,UW
XNYS,FBYD UN Equity,XNYS,USD,US3061211047,UN
XNYS,FBYD UN Equity,XNYS,USD,US3061211047,UN
XNYS,FBYD UN Equity,XNYS,USD,US3061211047,UN
XNAS,FBYD UQ Equity,XNAS,USD,US3061211047,OQ
XNAS,FBYD UQ Equity,XNAS,USD,US3061211047,US
XMEX,FCFE18 MF Equity,XMEX,MXN,MXFEFC0C0003,MF
XMEX,FCFE18/2 MF Equity,XMEX,MXN,MXFEFC0C0011,MF
ARCX,FCFS UP Equity,ARCX,USD,US33768G1076,UP
ARCX,FCFS UP Equity,ARCX,USD,US33768G1076,UP
XTAE,FBRT IT Equity,XTAE,ILs,IL0003150104,IT
XNYS,FBRT UN Equity,XNYS,USD,US35243J1016,UN
XNYS,FBRT UN Equity,XNYS,USD,US35243J1016,UN
XNYS,FBRT UN Equity,XNYS,USD,US35243J1016,UN
XNAS,FBRT UQ Equity,XNAS,USD,US35243J1016,OQ
XNAS,FBRT UQ Equity,XNAS,USD,US35243J1016,US
ARCX,FBRT UP Equity,ARCX,USD,US35243J1016,UP
ARCX,FBRT UP Equity,ARCX,USD,US35243J1016,UP
ARCX,FBRX UP Equity,ARCX,USD,US34962G2084,UP
ARCX,FBRX UP Equity,ARCX,USD,US34962G2084,UP
XNCM,FBRX UR Equity,XNCM,USD,US34962G2084,UQ
XNYS,FCCO UN Equity,XNYS,USD,US3198351047,UN
XNYS,FCCO UN Equity,XNYS,USD,US3198351047,UN
XNYS,FCCO UN Equity,XNYS,USD,US3198351047,UN
XNAS,FCCO UQ Equity,XNAS,USD,US3198351047,OQ
XNAS,FCCO UQ Equity,XNAS,USD,US3198351047,US
ARCX,FCCO UP Equity,ARCX,USD,US3198351047,UP
ARCX,FCCO UP Equity,ARCX,USD,US3198351047,UP
XNAS,FERA UQ Equity,XNAS,USD,KYG3415K1013,OQ
XNAS,FERA UQ Equity,XNAS,USD,KYG3415K1013,US
XBKK,KAMART-R TB Equity,XBKK,THB,TH0467010R19,TB
XBKK,KAMART-R TB Equity,XBKK,THB,TH0467010R19,TB
PURE,JPWR/H CJ Equity,PURE,CAD,CA4698871452,CJ
XFRA,JPX GF Equity,XFRA,EUR,US0080731088,F
XFRA,JPX GF Equity,XFRA,EUR,US0080731088,GF
XFRA,JPX GF Equity,XFRA,EUR,US0080731088,GF
XBOM,JPI IB Equity,XBOM,INR,INE289M01016,IB
XBOM,JPI IB Equity,XBOM,INR,INE289M01016,IB
XBOM,JPL IB Equity,XBOM,INR,INE796G01012,IB
XBOM,JPL IB Equity,XBOM,INR,INE796G01012,IB
XFRA,JVC GF Equity,XFRA,EUR,JP3386410009,F
XFRA,JVC GF Equity,XFRA,EUR,JP3386410009,GF
XFRA,JVC GF Equity,XFRA,EUR,JP3386410009,GF
XLIS,JMT PL Equity,XLIS,EUR,PTJMT0AE0001,PL
XLIS,JMT PL Equity,XLIS,EUR,PTJMT0AE0001,PL
XLIS,JMT PL Equity,XLIS,EUR,PTJMT0AE0001,PL
XLIS,JMT PL Equity,XLIS,EUR,PTJMT0AE0001,PL
XNYS,JZXN UN Equity,XNYS,USD,KYG514001364,UN
XNYS,JZXN UN Equity,XNYS,USD,KYG514001364,UN
XNYS,JZXN UN Equity,XNYS,USD,KYG514001364,UN
ARCX,JZXN UP Equity,ARCX,USD,KYG514001364,UP
ARCX,JZXN UP Equity,ARCX,USD,KYG514001364,UP
XBOM,JSL IB Equity,XBOM,INR,INE581L01018,IB
XBOM,JSL IB Equity,XBOM,INR,INE581L01018,IB
XWBO,JNJ AV Equity,XWBO,EUR,US4781601046,AV
XWBO,JNJ AV Equity,XWBO,EUR,US4781601046,AV
XWBO,JNJ AV Equity,XWBO,EUR,US4781601046,AV
XETR,JNJ GY Equity,XETR,EUR,US4781601046,BE
XETR,JNJ GY Equity,XETR,EUR,US4781601046,D
XETR,JNJ GY Equity,XETR,EUR,US4781601046,GY
XETR,JNJ GY Equity,XETR,EUR,US4781601046,GY
XETR,JNJ GY Equity,XETR,EUR,US4781601046,GY
XNAS,JOYY UQ Equity,XNAS,USD,US46591M1099,OQ
XNAS,JOYY UQ Equity,XNAS,USD,US46591M1099,US
XSTO,K2AB SS Equity,XSTO,SEK,SE0010520254,SF
XSTO,K2AB SS Equity,XSTO,SEK,SE0010520254,SF
XSTO,K2AB SS Equity,XSTO,SEK,SE0010520254,SF
XSTO,K2AB SS Equity,XSTO,SEK,SE0010520254,SF
XSTO,K2AB SS Equity,XSTO,SEK,SE0010520254,SS
XFRA,JRSA GF Equity,XFRA,EUR,AU0000168627,F
XFRA,JRSA GF Equity,XFRA,EUR,AU0000168627,GF
XFRA,JRSA GF Equity,XFRA,EUR,AU0000168627,GF
XNAS,JRSH UQ Equity,XNAS,USD,US47632P1012,OQ
XNAS,JRSH UQ Equity,XNAS,USD,US47632P1012,US
XNMS,JRSH UQ Equity,XNMS,USD,US47632P1012,UQ
XNMS,JRSH UQ Equity,XNMS,USD,US47632P1012,UQ
XNMS,JRSH UQ Equity,XNMS,USD,US47632P1012,UQ
XBKK,JMART/F TB Equity,XBKK,THB,TH1007010016,TB
XBKK,JMART/F TB Equity,XBKK,THB,TH1007010016,TB
XFRA,K1L GF Equity,XFRA,EUR,US5335351004,F
XFRA,K1L GF Equity,XFRA,EUR,US5335351004,GF
XFRA,K1L GF Equity,XFRA,EUR,US5335351004,GF
XFRA,JSI GF Equity,XFRA,EUR,SE0009554454,F
XFRA,JSI GF Equity,XFRA,EUR,SE0009554454,GF
XFRA,JSI GF Equity,XFRA,EUR,SE0009554454,GF
XBOM,KAHAN IB Equity,XBOM,INR,INE04T901017,IB
XBOM,KAHAN IB Equity,XBOM,INR,INE04T901017,IB
ARCX,KAI UP Equity,ARCX,USD,US48282T1043,UP
ARCX,KAI UP Equity,ARCX,USD,US48282T1043,UP
XBOM,JSWCEMEN IB Equity,XBOM,INR,INE718I01012,IB
XBOM,JSWCEMEN IB Equity,XBOM,INR,INE718I01012,IB
XBOM,JSWINFRA IB Equity,XBOM,INR,INE880J01026,IB
XBOM,JSWINFRA IB Equity,XBOM,INR,INE880J01026,IB
XBOM,KAKI IB Equity,XBOM,INR,INE013Q01011,IB
XBOM,KAKI IB Equity,XBOM,INR,INE013Q01011,IB
XASX,KAL AT Equity,XASX,AUD,AU0000180226,AT
XASX,KAL AT Equity,XASX,AUD,AU0000180226,AU
XKLS,KAREX MK Equity,XKLS,MYR,MYL5247OO001,MK
XKLS,KAREX MK Equity,XKLS,MYR,MYL5247OO001,MK
XKLS,KAREX MK Equity,XKLS,MYR,MYL5247OO001,MK
XBOM,KAIL IB Equity,XBOM,INR,INE879E01037,IB
XBOM,KAIL IB Equity,XBOM,INR,INE879E01037,IB
XFRA,KAJ GF Equity,XFRA,EUR,JP3210200006,F
XFRA,KAJ GF Equity,XFRA,EUR,JP3210200006,GF
XFRA,KAJ GF Equity,XFRA,EUR,JP3210200006,GF
XBOM,KAKA IB Equity,XBOM,INR,INE0P3N01018,IB
XBOM,KAKA IB Equity,XBOM,INR,INE0P3N01018,IB
XBOM,JYEL IB Equity,XBOM,INR,INE805R01018,IB
XBOM,JYEL IB Equity,XBOM,INR,INE805R01018,IB
XIDX,JTPE IJ Equity,XIDX,IDR,ID1000120603,IJ
XIDX,JTPE IJ Equity,XIDX,IDR,ID1000120603,IJ
XFRA,KAB GF Equity,XFRA,EUR,US2582681019,F
XFRA,KAB GF Equity,XFRA,EUR,US2582681019,GF
XFRA,KAB GF Equity,XFRA,EUR,US2582681019,GF
XSTO,KABEB SS Equity,XSTO,SEK,SE0000107724,SF
XSTO,KABEB SS Equity,XSTO,SEK,SE0000107724,SF
XSTO,KABEB SS Equity,XSTO,SEK,SE0000107724,SF
XSTO,KABEB SS Equity,XSTO,SEK,SE0000107724,SF
XSTO,KABEB SS Equity,XSTO,SEK,SE0000107724,SS
XMEX,KANAN22C MF Equity,XMEX,MXN,MX1RKA000056,MF
XMEX,KANAN22E MF Equity,XMEX,MXN,MX1RKA000064,MF
XMEX,KANAN24G MF Equity,XMEX,MXN,MX1RKA000080,MF
XASX,KAR AT Equity,XASX,AUD,AU000000KAR6,AT
XASX,KAR AT Equity,XASX,AUD,AU000000KAR6,AU
XNYS,KAR UN Equity,XNYS,USD,US48238T1097,UN
XNYS,KAR UN Equity,XNYS,USD,US48238T1097,UN
XNYS,KAR UN Equity,XNYS,USD,US48238T1097,UN
XTAE,KARE IT Equity,XTAE,ILs,IL0011184475,IT
ARCX,JZL UP Equity,ARCX,USD,N/A,UP
ARCX,JZL UP Equity,ARCX,USD,N/A,UP
PURE,JZR CJ Equity,PURE,CAD,CA4822311078,CJ
PURE,JUGR CJ Equity,PURE,CAD,CA48132D3094,CJ
XBOM,JUIL IB Equity,XBOM,INR,INE524N01014,IB
XBOM,JUIL IB Equity,XBOM,INR,INE524N01014,IB
XASX,JPR AT Equity,XASX,AUD,AU000000JPR6,AT
XASX,JPR AT Equity,XASX,AUD,AU000000JPR6,AU
XBOM,KALLAM IB Equity,XBOM,INR,INE629F01025,IB
XBOM,KALLAM IB Equity,XBOM,INR,INE629F01025,IB
BVMF,K1MX34 BS Equity,BVMF,BRL,BRK1MXBDR008,BS
BVMF,K1MX34 BS Equity,BVMF,BRL,BRK1MXBDR008,BS
XBOM,KAP IB Equity,XBOM,INR,INE479D01038,IB
XBOM,KAP IB Equity,XBOM,INR,INE479D01038,IB
XIST,KATMR TI Equity,XIST,TRY,TREKTMR00015,TI
XSES,JUMBO SP Equity,XSES,SGD,SG1CA7000005,SP
XSES,JUMBO SP Equity,XSES,SGD,SG1CA7000005,SP
XFRA,JUB GF Equity,XFRA,EUR,AU000000JIN0,F
XFRA,JUB GF Equity,XFRA,EUR,AU000000JIN0,GF
XFRA,JUB GF Equity,XFRA,EUR,AU000000JIN0,GF
XBRU,JOSVP BB Equity,XBRU,EUR,BE0011606630,BB
XBRU,JOSVP BB Equity,XBRU,EUR,BE0011606630,BB
XBRU,JOSVP BB Equity,XBRU,EUR,BE0011606630,BB
XBRU,JOSVP BB Equity,XBRU,EUR,BE0011606630,BB
XNYS,JOUT UN Equity,XNYS,USD,US4791671088,UN
XNYS,JOUT UN Equity,XNYS,USD,US4791671088,UN
XNYS,JOUT UN Equity,XNYS,USD,US4791671088,UN
XIST,KARSN TI Equity,XIST,TRY,TRAKARSN91H7,TI
XIDX,KARW IJ Equity,XIDX,IDR,ID1000079205,IJ
XIDX,KARW IJ Equity,XIDX,IDR,ID1000079205,IJ
XTSX,KALO CV Equity,XTSX,CAD,CA48344L1076,CV
XTSX,KALO CV Equity,XTSX,CAD,CA48344L1076,CV
XBOM,JVT IB Equity,XBOM,INR,INE331F01010,IB
XBOM,JVT IB Equity,XBOM,INR,INE331F01010,IB
PURE,JNH CJ Equity,PURE,CAD,CA4663771083,CJ
XBOM,KAPL IB Equity,XBOM,INR,INE553H01015,IB
XBOM,KAPL IB Equity,XBOM,INR,INE553H01015,IB
XBUL,KABL BU Equity,XBUL,BGN,BG11KAJMAT16,BU
XBOM,JYO IB Equity,XBOM,INR,INE432D01011,IB
XBOM,JYO IB Equity,XBOM,INR,INE432D01011,IB
XBOM,JYOTICNC IB Equity,XBOM,INR,INE980O01024,IB
XBOM,JYOTICNC IB Equity,XBOM,INR,INE980O01024,IB
XBOM,KAFN IB Equity,XBOM,INR,INE554R01020,IB
XBOM,KAFN IB Equity,XBOM,INR,INE554R01020,IB
XTSX,JOJO/P CV Equity,XTSX,CAD,CA47766J1030,CV
XTSX,JOJO/P CV Equity,XTSX,CAD,CA47766J1030,CV
BVMF,JOPA3 BS Equity,BVMF,BRL,BRJOPAACNOR5,BS
BVMF,JOPA3 BS Equity,BVMF,BRL,BRJOPAACNOR5,BS
XBOM,KANL IB Equity,XBOM,INR,INE398L01017,IB
XBOM,KANL IB Equity,XBOM,INR,INE398L01017,IB
XSWX,JNJUSD SE Equity,XSWX,USD,US4781601046,SE
XSWX,JNJUSD SE Equity,XSWX,USD,US4781601046,SW
XASX,JNO AT Equity,XASX,AUD,AU0000134173,AT
XASX,JNO AT Equity,XASX,AUD,AU0000134173,AU
XFRA,JYS1 GF Equity,XFRA,EUR,DK0010307958,F
XFRA,JYS1 GF Equity,XFRA,EUR,DK0010307958,GF
XFRA,JYS1 GF Equity,XFRA,EUR,DK0010307958,GF
XFRA,KASH GF Equity,XFRA,EUR,CA45790Y1043,F
XFRA,KASH GF Equity,XFRA,EUR,CA45790Y1043,GF
XFRA,KASH GF Equity,XFRA,EUR,CA45790Y1043,GF
XBKK,JR TB Equity,XBKK,THB,THA040010003,TB
XBKK,JR TB Equity,XBKK,THB,THA040010003,TB
XNAS,JR UQ Equity,XNAS,USD,N/A,OQ
XNAS,JR UQ Equity,XNAS,USD,N/A,US
XNYS,JXG UN Equity,XNYS,USD,MHY460021535,UN
XNYS,JXG UN Equity,XNYS,USD,MHY460021535,UN
